,Unnamed: 0,Player ID,Name,Last_Name,Position,Team,Cost_Today,Total Points,Form,Points/Game,xGi,xGc,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW4,GW5,GW6,GW7,GW8,GW9,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
331,83,84,Mark,Travers,GK,Bournemouth,44,2,0.7,2,0,0.78,0.2,0,0,0,2,0,8,1,90,0,0,2,0,0,287,311,14.4,0,0,1.4,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.1,0.0778,0.05,0.0389,7
335,84,85,Illia,Zabarnyi,DEF,Bournemouth,45,7,1.7,1.8,0.06,1.42,0.4,0,0,0,2,0,36,5,360,0,0,0,0,0,847,342,61.8,12.4,10,8.4,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.2429,0.1889,0.1214,0.0944,6.9988
339,85,86,Kristoffer,Ajer,DEF,Brentford,45,5,1.2,1.2,0.1,1.8,0.4,0,0,0,1,0,14,5,289,0,0,0,0,0,750,676,32.6,19.2,39,9.1,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.2,0.15,0.1091,0.0923,6
343,86,87,Ethan,Brierley,MID,Brentford,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,421,492,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
347,87,88,Nathan,Collins,DEF,Brentford,45,12,3,3,0.13,1.89,1.1,0,2,0,0,1,57,6,360,1,0,0,0,0,4281,3849,136.2,2.3,84,22.3,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.5,0.375,0.2727,0.2308,6
351,88,89,Mikkel,Damsgaard,MID,Brentford,50,7,1.8,1.8,0.26,2.06,0.1,0,0,1,2,0,36,3,204,0,0,0,0,0,227,248,41,58.3,46,14.6,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.3,0.225,0.1636,0.1385,6
355,89,90,Josh,Dasilva,MID,Brentford,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
359,90,91,Mark,Flekken,GK,Brentford,45,12,3,3,0,1.89,11,0,0,0,2,0,72,6,360,0,0,22,0,0,19095,18034,178.8,0,0,17.8,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.5,0.375,0.2727,0.2308,6
363,91,92,Rico,Henry,DEF,Brentford,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,22,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
367,92,93,Aaron,Hickey,DEF,Brentford,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,11,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
371,93,94,Vitaly,Janelt,MID,Brentford,49,9,2.2,2.2,0.08,1.6,0.2,0,0,1,2,0,46,5,290,0,0,0,0,0,786,2404,27,36.3,7,7.1,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.3667,0.275,0.2,0.1692,5.9995
375,94,95,Mathias,Jensen,MID,Brentford,55,9,2.2,3,0.21,1.58,0.1,0,1,0,0,1,39,3,238,1,0,0,0,0,1591,26,38.8,84.8,5,12.9,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.3667,0.275,0.2,0.1692,5.9995
379,95,96,Kim,Ji-soo,DEF,Brentford,40,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,547,277,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
383,96,97,Yunus Emre,Konak,MID,Brentford,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,239,262,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
387,97,98,Keane,Lewis-Potter,MID,Brentford,50,6,1.5,1.5,0.07,2.59,0.1,0,0,0,2,0,25,4,186,0,0,0,0,0,161,155,20.8,18,30,6.9,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.25,0.1875,0.1364,0.1154,6
391,98,99,Bryan,Mbeumo,MID,Brentford,71,26,6.5,6.5,0.6,1.9,8.8,3,0,0,2,5,117,6,359,2,0,0,0,0,21853,95798,138.4,158,89,38.6,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,1.0833,0.8125,0.5909,0.5,6.0002
395,99,100,Ben,Mee,DEF,Brentford,44,1,0.2,1,0,0,0.6,0,0,0,0,0,3,0,1,0,0,0,0,0,2341,467,0,0.1,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.0333,0.025,0.0182,0.0154,6.006
399,100,101,Christian,Nørgaard,MID,Brentford,50,7,1.8,1.8,0.11,1.89,0.1,0,0,0,2,0,62,6,360,1,0,0,0,0,344,256,66.8,47.2,17,13.1,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.3,0.225,0.1636,0.1385,6
403,101,102,Frank,Onyeka,MID,Brentford,49,2,0.5,1,0.08,2.7,0,0,0,0,0,0,3,0,23,0,0,0,0,0,161,0,0,0.5,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.0833,0.0625,0.0455,0.0385,6.0024
407,102,103,Myles,Peart-Harris,MID,Brentford,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
411,103,104,Ethan,Pinnock,DEF,Brentford,45,3,0.8,0.8,0.07,1.89,0.4,0,0,0,1,0,31,6,360,1,0,0,0,0,882,557,74.8,1.7,70,14.7,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.1333,0.1,0.0727,0.0615,6.0015
415,104,105,Mads,Roerslev,DEF,Brentford,45,5,1.2,1.2,0.07,2.03,0.1,0,0,0,1,0,8,4,249,0,0,0,0,0,260,38,24.2,14.8,9,4.8,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.2,0.15,0.1091,0.0923,6
419,105,106,Kevin,Schade,MID,Brentford,54,10,2.5,2.5,0.17,1.36,0.1,0,1,1,1,0,25,1,209,0,0,0,0,0,242,366,20.6,26.7,37,8.5,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.4167,0.3125,0.2273,0.1923,5.9995
423,106,107,Igor Thiago,Thiago,FWD,Brentford,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
427,107,108,Ivan,Toney,FWD,Brentford,73,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,15584,0,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
431,108,109,Hákon,Valdimarsson,GK,Brentford,40,0,0,0,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3906,1766,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
435,109,110,Yoane,Wissa,FWD,Brentford,61,28,7,7,0.83,1.67,7.6,3,1,0,7,7,121,6,290,1,0,0,0,0,72597,72938,130.2,56.9,150,33.7,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,1.1667,0.875,0.6364,0.5385,5.9998
439,110,111,Yehor,Yarmoliuk,MID,Brentford,45,1,0.2,1,0.6,0,2.3,0,0,0,1,0,2,0,6,0,0,0,0,0,6377,3573,0,0.3,1,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0.0333,0.025,0.0182,0.0154,6.006
443,111,112,Mathias,Zanka,DEF,Brentford,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,MCI (A),TOT (A),WHU (H),WOL (H),MUN (A),IPS (H),5,4,2,2,3,2,4,6,8,11,13,0,0,0,0,
447,112,113,Simon,Adingra,MID,Brighton,55,12,2,3,1.14,0.55,1,1,1,0,1,0,41,0,73,0,0,0,0,0,6572,2126,57,19.9,39,11.6,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.3333,0.2222,0.1538,0.1333,6.0006
451,113,114,Benicio,Baker-Boaitey,MID,Brighton,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
455,114,115,Carlos,Baleba,MID,Brighton,50,6,2,2,0.2,1.16,0.1,0,0,1,3,0,39,1,197,0,0,0,0,0,203,600,28.8,31.3,25,8.6,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.3333,0.2222,0.1538,0.1333,6.0006
459,115,116,Valentín,Barco,DEF,Brighton,40,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,40008,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
463,116,117,Facundo,Buonanotte,MID,Leicester,50,13,3.2,4.3,0.29,1.49,0.3,1,1,0,0,0,51,3,170,0,0,0,0,0,2256,1150,69.8,65.3,20,15.5,CRY (A),EVE (H),ARS (A),BOU (H),SOU (A),NFO (H),3,2,5,2,2,2,2,7,9,11,13,0.4571,0.3556,0.2909,0.2462,7.0007
467,117,118,Amario,Cozier-Duberry,MID,Brighton,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
471,118,119,Mahmoud,Dahoud,MID,Brighton,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
475,119,120,Lewis,Dunk,DEF,Brighton,46,16,3.3,4,0.11,1.12,8.1,0,0,2,6,0,77,2,345,0,0,0,0,0,8439,37412,64,52.6,10,12.6,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.55,0.3667,0.2538,0.22,6
479,120,121,Julio,Enciso,MID,Brighton,54,3,1,1,0.46,0.55,0.1,0,0,0,1,0,14,0,39,0,0,0,0,0,509,399,13.6,42.1,10,6.4,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.1667,0.1111,0.0769,0.0667,5.9988
483,121,122,Pervis,Estupiñan,DEF,Brighton,50,1,0.3,1,0.55,4.7,0.5,0,0,0,0,0,5,0,18,0,0,0,0,0,4131,3359,3.8,33.7,8,4.6,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.05,0.0333,0.0231,0.02,6
487,122,123,Evan,Ferguson,FWD,Brighton,55,1,0.3,1,1.08,0,0.2,0,0,0,1,0,1,0,5,0,0,0,0,0,958,2251,0,0,1,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.05,0.0333,0.0231,0.02,6
491,123,124,Billy,Gilmour,MID,Brighton,50,3,0.7,1.5,0.11,1.22,0.1,0,0,0,0,0,21,1,97,0,0,0,0,0,672,0,11.4,11.9,2,2.5,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.1167,0.0778,0.0538,0.0467,5.9983
495,124,125,Pascal,Gross,MID,Brighton,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
499,125,126,Jack,Hinshelwood,MID,Brighton,50,9,2,2.2,0.17,1.12,0.1,0,0,2,2,0,50,2,336,1,0,0,0,0,262,260,40.8,57.3,31,13,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.3333,0.2222,0.1538,0.1333,6.0006
503,126,127,Ibrahim,I.Osman,MID,Brighton,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
507,127,128,Igor Julio,Igor,DEF,Brighton,44,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,322,134,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
511,128,129,João Pedro,João Pedro,FWD,Brighton,57,18,5.3,6,0.39,1.37,31.7,2,0,1,0,5,84,2,261,1,0,0,0,0,177834,31710,97.4,49.6,93,24,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.8833,0.5889,0.4077,0.3533,6.0002
515,129,130,Kacper,Kozlowski,MID,Brighton,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
519,130,131,Tariq,Lamptey,DEF,Brighton,45,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,671,451,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
523,131,132,Solly,March,MID,Brighton,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,47,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
527,132,133,Adrian,Mazilu,MID,Brighton,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
531,133,134,James,Milner,MID,Brighton,50,5,1,1.7,0.17,1.05,0.1,0,0,1,0,0,24,1,169,1,0,0,0,0,654,16,28.6,66.3,12,10.7,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.1667,0.1111,0.0769,0.0667,5.9988
535,134,135,Yankuba,Minteh,MID,Brighton,55,12,2.7,3,0.52,0.96,2.5,0,2,1,2,0,40,2,272,2,0,0,0,0,7456,5694,41.6,95.6,72,20.9,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.45,0.3,0.2077,0.18,6
539,135,136,Mitoma,Mitoma,MID,Brighton,67,19,3.7,4.8,0.63,1.08,10.5,1,1,2,3,1,63,2,351,0,0,0,0,0,31453,32743,82,51.2,158,29.1,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.6167,0.4111,0.2846,0.2467,5.9997
543,136,137,Jakub,Moder,MID,Brighton,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,978,609,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
547,137,138,Mark,O’Mahony,FWD,Brighton,45,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2491,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
551,138,139,Odeluga,Offiah,DEF,Brighton,40,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,485,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
555,139,140,Cameron,Peupion,MID,Brighton,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,230,229,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
559,140,141,Jeremy,Sarmiento,MID,Brighton,49,1,0,1,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,98,0,0.2,0.8,0,0.1,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
563,141,142,Jason,Steele,GK,Brighton,45,9,0.7,4.5,0,0.94,2.4,0,0,1,0,1,46,1,180,0,0,3,0,0,28638,1562,40.4,0,0,4.1,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.1167,0.0778,0.0538,0.0467,5.9983
567,142,143,Deniz,Undav,FWD,Brighton,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
571,143,144,Jan Paul,Van Hecke,DEF,Brighton,45,15,3,3.8,0.03,1.08,0.8,0,0,2,6,0,74,2,360,1,0,0,0,0,1515,7039,77.8,8.6,12,9.9,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.5,0.3333,0.2308,0.2,6
575,144,145,Joël,Veltman,DEF,Brighton,45,19,3.7,4.8,0.14,0.89,3.2,0,0,2,7,4,86,2,341,1,0,0,0,0,3936,42919,63,32.5,7,10.3,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.6167,0.4111,0.2846,0.2467,5.9997
579,145,146,Bart,Verbruggen,GK,Brighton,45,9,3,4.5,0,1.22,2,0,0,1,5,0,43,1,180,1,0,7,0,0,2421,12948,61.2,0,0,6.1,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.5,0.3333,0.2308,0.2,6
583,146,147,Adam,Webster,DEF,Brighton,44,1,0,1,0.13,0,0.1,0,0,0,0,0,9,0,14,0,0,0,0,0,277,139,5.6,0.7,2,0.8,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
587,147,148,Danny,Welbeck,FWD,Brighton,57,25,4.3,6.2,0.48,1.12,17.9,2,1,2,2,6,87,2,336,0,0,0,0,0,56745,89855,105,56.8,139,30.1,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0.7167,0.4778,0.3308,0.2867,5.9997
591,148,149,Mats,Wieffer,MID,Brighton,50,6,0,6,0.02,0.45,0.1,0,1,1,0,0,20,0,90,0,0,0,0,0,521,22,31,16.3,0,4.7,IPS (H),NFO (H),CHE (A),TOT (H),NEW (A),WOL (H),2,2,4,3,4,2,2,6,9,13,15,0,0,0,0,
595,149,150,Andrey,Andrey Santos,MID,Chelsea,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
599,150,151,Ângelo Gabriel,Ângelo,MID,Chelsea,45,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
603,151,152,Kepa,Arrizabalaga,GK,Bournemouth,45,3,0.8,3,0,1.97,0.5,0,0,0,0,0,12,2,90,0,0,6,0,0,1493,1542,44,0,0,4.4,CHE (H),LIV (A),SOU (H),LEI (A),ARS (H),AVL (A),3,5,2,2,5,4,5,7,9,14,18,0.1143,0.0889,0.0571,0.0444,6.9991
607,152,153,Benoît,B.Badiashile,DEF,Chelsea,44,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,538,144,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
611,153,154,Lucas,Bergström,GK,Chelsea,40,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,463,433,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
615,154,155,Marcus,Bettinelli,GK,Chelsea,40,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,434,278,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
619,155,156,Armando,Broja,FWD,Everton,55,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,970,48,0,0,0,0,AVL (A),LEI (A),CRY (H),NEW (H),IPS (A),FUL (H),4,2,2,3,2,2,2,4,7,9,11,0,0,0,0,
623,156,157,Moisés,Caicedo,MID,Chelsea,49,8,2,2,0.06,1.25,0.6,0,0,1,3,0,54,5,345,1,0,0,0,0,2186,4678,57.8,41.7,4,10.4,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.5,0.3333,0.1818,0.1429,4
627,157,158,Cesare,Casadei,MID,Chelsea,45,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,735,772,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
631,158,159,Trevoh,Chalobah,DEF,Crystal Palace,44,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1824,23,0,0,0,0,LEI (H),MUN (H),EVE (A),LIV (H),NFO (A),TOT (H),2,3,3,4,2,3,3,6,10,12,15,0,0,0,0,
635,159,160,Ben,Chilwell,DEF,Chelsea,49,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,864,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
639,160,161,Carney,Chukwuemeka,MID,Chelsea,49,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,304,188,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
643,161,162,Levi,Colwill,DEF,Chelsea,45,9,2.2,2.2,0.08,1.23,1.5,0,0,1,5,0,51,5,360,1,0,0,0,0,2810,10200,83.4,21.6,24,13,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.55,0.3667,0.2,0.1571,4
647,162,163,Marc,Cucurella,DEF,Chelsea,50,9,2.2,2.2,0.06,1.24,6,0,0,1,5,0,53,4,341,2,0,0,0,0,11879,14347,47,17.2,10,7.4,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.55,0.3667,0.2,0.1571,4
651,163,164,David Datro,D.D.Fofana,FWD,Chelsea,54,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1471,0,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
655,164,165,Deivid Washington,Deivid,FWD,Chelsea,50,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,754,755,0,0,0,0,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0,0,0,0,
659,165,166,Kiernan,Dewsbury-Hall,MID,Chelsea,58,2,0.5,1,0.02,0.54,0.2,0,0,0,0,0,5,1,38,0,0,0,0,0,965,165,2,1.8,0,0.4,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.125,0.0833,0.0455,0.0357,4
663,166,167,Axel,Disasi,DEF,Chelsea,44,6,1.5,6,0,2.29,0.3,0,0,1,6,0,23,0,61,0,0,0,0,0,852,2376,6.6,1.3,0,0.8,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.375,0.25,0.1364,0.1071,4
667,167,168,Enzo,Enzo,MID,Chelsea,50,6,1.5,2,0.14,1.04,1.6,0,0,0,0,0,42,5,270,0,0,0,0,0,10665,3943,43.6,62.9,34,14.1,BOU (A),WHU (A),BHA (H),NFO (H),LIV (A),NEW (H),2,2,2,2,5,3,2,4,6,11,14,0.375,0.25,0.1364,0.1071,4
