,Player ID,Name,Last_Name,Team,Position,Cost_Today,Total Points,Form,xGi,xGc,Points/Game,Selection %,Goals,Assists,Clean Sheets,GW Points,Total Bonus Points,Total BPS,Goals Conceded,Minutes,YC,RC,Saves,Penalties Saved,Penalties Missed,Transfers Out GW,Transfers in GW,Influence,Creativity,Threat,ICT Index,GW2,GW3,GW4,GW5,GW6,GW7,CGW,NGW,NGW2,NGW3,NGW4,NGW5,Diff_Score_1_GW,Diff_Score_2_GW,Diff_Score_3_GW,Diff_Score_4_GW,Diff_Score_5_GW,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
514,244,Timothy,Castagne,Fulham,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,45142,2120,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
516,245,Issa,Diop,Fulham,DEF,45,4,2,0.01,0.61,2,na,0,0,0,4,0,18,2,180,0,0,0,0,0,1856,5499,32.8,1,2,3.6,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,3,1.5,1,0.6667,0.5455
518,246,Luke,Harris,Fulham,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
520,247,Alex,Iwobi,Fulham,MID,55,10,5,0.26,0.61,5,na,1,0,0,10,1,35,2,180,0,0,0,0,0,7191,12245,50.2,27.1,49,12.6,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,6,3,2,1.3333,1.0909
522,248,Bernd,Leno,Fulham,GK,50,6,3,0,0.61,3,na,0,0,0,6,0,26,2,180,0,0,7,0,0,16676,41404,54.2,0,0,5.4,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,4.5,2.25,1.5,1,0.8182
524,249,Saša,Lukić,Fulham,MID,50,4,2,0.03,0.61,2,na,0,0,0,4,0,29,2,180,0,0,0,0,0,569,669,21.8,17.9,0,4,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,3,1.5,1,0.6667,0.5455
526,250,Kevin,Mbabu,Fulham,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4063,3447,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
528,251,Rodrigo,Muniz,Fulham,FWD,60,4,2,0.59,0.46,2,na,0,0,1,4,0,18,1,156,0,0,0,0,0,50134,344688,17,41.2,100,15.8,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,3,1.5,1,0.6667,0.5455
530,252,Raúl,Raúl,Fulham,FWD,55,2,1,0,0.15,1,na,0,0,0,2,0,5,1,22,0,0,0,0,0,9397,4165,0.4,0.6,0,0.2,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,1.5,0.75,0.5,0.3333,0.2727
532,253,Tim,Ream,Fulham,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,563,0,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
534,254,Harrison,Reed,Fulham,MID,50,2,1,0.01,0.14,1,na,0,0,0,2,0,7,0,5,0,0,0,0,0,586,223,2.2,0.8,2,0.4,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,1.5,0.75,0.5,0.3333,0.2727
536,255,Antonee,Robinson,Fulham,DEF,45,9,4.5,0.11,0.61,4.5,na,0,1,0,9,2,46,2,180,0,0,0,0,0,29155,173546,71.6,32.9,4,10.9,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,5.5,2.75,1.8333,1.2222,1
538,256,Jay,Stansfield,Fulham,FWD,50,1,0.5,0,0,0.5,na,0,0,0,1,0,2,0,1,0,0,0,0,0,1462,2219,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,1,0.5,0.3333,0.2222,0.1818
540,257,Kenny,Tete,Fulham,DEF,45,4,2,0.21,0.61,2,na,0,0,0,4,0,7,2,180,0,0,0,0,0,2603,12067,19.8,5.4,25,5,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,3,1.5,1,0.6667,0.5455
542,258,Carlos Vinícius,Vinicius,Fulham,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,10417,5477,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
544,259,Harry,Wilson,Fulham,MID,55,1,0.5,0.01,0.27,0.5,na,0,0,0,1,0,4,1,33,1,0,0,0,0,2439,677,0.2,5.2,12,1.6,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,1,0.5,0.3333,0.2222,0.1818
546,579,Ryan,Sessegnon,Fulham,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,261,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
548,586,Jorge,J.Cuenca,Fulham,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,831,101,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
550,604,Josh,King,Fulham,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,813,1273,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
552,605,Martial,Godo,Fulham,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,304,442,0,0,0,0,LEI (H),IPS (A),WHU (H),NEW (H),NFO (A),MCI (A),2,2,2,3,2,5,2,4,6,9,11,0,0,0,0,0
554,260,Ali,Al-Hamadi,Ipswich,FWD,50,1,0.5,0,0.04,0.5,na,0,0,0,1,0,0,1,23,1,0,0,0,0,5710,4845,2,0,2,0.4,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.4,0.2857,0.2222,0.1818,0.1429
556,261,Elkan,Baggott,Ipswich,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,863,0,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
558,262,Nathan,Broadhead,Ipswich,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,390,43,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
560,263,Cameron,Burgess,Ipswich,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3464,1161,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
562,264,Wes,Burns,Ipswich,MID,50,0,0,0,0,0,na,0,0,0,0,0,-2,0,56,1,0,0,0,0,2826,194,0,1.8,2,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
564,265,Conor,Chaplin,Ipswich,MID,55,3,1.5,0,0,1.5,na,0,0,0,3,0,15,1,65,0,0,0,0,0,3067,1130,4.2,2.6,2,0.9,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,1,0.7143,0.5556,0.4545,0.3571
566,266,Harry,H.Clarke,Ipswich,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,604,242,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
568,267,Leif,Davis,Ipswich,DEF,45,1,0.5,0.1,3.34,0.5,na,0,0,0,1,0,-10,6,180,0,0,0,0,0,11576,6110,20.2,6.5,4,3.1,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.4,0.2857,0.2222,0.1818,0.1429
570,268,Liam,Delap,Ipswich,FWD,55,4,2,0.01,3.3,2,na,0,0,0,4,0,5,5,155,0,0,0,0,0,5639,4468,8,21.6,14,4.4,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,1.2,0.8571,0.6667,0.5455,0.4286
572,269,George,Edmundson,Ipswich,DEF,40,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,1,0,0,0,0,0,1690,517,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.2,0.1429,0.1111,0.0909,0.0714
574,270,Jacob,Greaves,Ipswich,DEF,40,1,0.5,0,3.34,0.5,na,0,0,0,1,0,11,6,180,0,0,0,0,0,7153,32017,38.6,1.1,22,6.2,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.4,0.2857,0.2222,0.1818,0.1429
576,271,Marcus,Harness,Ipswich,MID,50,2,1,0.02,0.15,1,na,0,0,0,2,0,4,2,43,0,0,0,0,0,446,112,9.4,1.9,6,1.7,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.6,0.4286,0.3333,0.2727,0.2143
578,272,George,Hirst,Ipswich,FWD,55,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,637,224,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
580,273,Cameron,Humphreys,Ipswich,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,951,651,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
582,274,Omari,Hutchinson,Ipswich,MID,55,3,1.5,0,3.34,1.5,na,0,0,0,3,0,16,6,178,1,0,0,0,0,6789,3013,8.4,2.2,18,2.9,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.8,0.5714,0.4444,0.3636,0.2857
584,275,Ben,Johnson,Ipswich,DEF,40,3,1.5,0.2,3.34,1.5,na,0,1,0,3,0,-3,6,123,0,0,0,0,0,18064,6756,42.4,17.8,0,6,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.6,0.4286,0.3333,0.2727,0.2143
586,276,Freddie,Ladapo,Ipswich,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,17382,15978,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
588,277,Massimo,Luongo,Ipswich,MID,45,4,2,0,3.2,2,na,0,0,0,4,0,14,4,135,0,0,0,0,0,3730,9260,16.8,4,0,2.1,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,1.2,0.8571,0.6667,0.5455,0.4286
590,278,Sam,Morsy,Ipswich,MID,50,3,1.5,0,3.34,1.5,na,0,0,0,3,0,28,6,180,1,0,0,0,0,2686,1556,40,18.7,2,6.1,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,1,0.7143,0.5556,0.4545,0.3571
592,279,Corrie,Ndaba,Ipswich,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
594,280,Cieran,Slicker,Ipswich,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2609,2911,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
596,281,Jack,Taylor,Ipswich,MID,50,2,1,0,0.15,1,na,0,0,0,2,0,8,2,43,0,0,0,0,0,466,121,10.2,0.9,2,1.3,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.6,0.4286,0.3333,0.2727,0.2143
598,282,Axel,Tuanzebe,Ipswich,DEF,40,1,0.5,0,3.34,0.5,na,0,0,0,1,0,-5,6,161,0,0,0,0,0,6787,15520,26.4,1.1,4,3.1,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.4,0.2857,0.2222,0.1818,0.1429
600,283,Christian,Walton,Ipswich,GK,45,2,1,0,0,1,na,0,0,0,2,0,9,2,90,0,0,3,0,0,1647,2993,28.2,0,0,2.8,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0.8,0.5714,0.4444,0.3636,0.2857
602,284,Luke,Woolfenden,Ipswich,DEF,40,0,0,0,3.34,0,na,0,0,0,0,0,5,6,180,1,0,0,0,0,8418,10974,38.8,0.5,2,4.2,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
604,359,Kalvin,Phillips,Ipswich,MID,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2480,382,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
606,568,Arijanet,Muric,Ipswich,GK,45,0,0,0,3.34,0,na,0,0,0,0,0,-12,4,90,0,0,1,0,0,6428,355,3.8,0,0,0.4,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
608,583,Conor,Townsend,Ipswich,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,3219,2338,0,0,0,0,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,0,0,0,0,0
610,611,Sam,Szmodics,Ipswich,MID,60,7,3.5,0.29,3.2,3.5,na,1,0,0,7,0,23,3,87,1,0,0,0,0,2128,2851,38,10.6,7,5.6,MCI (A),FUL (H),BHA (A),SOU (A),AVL (H),WHU (A),5,2,2,2,3,2,5,7,9,11,14,1.6,1.1429,0.8889,0.7273,0.5714
612,117,Facundo,Buonanotte,Leicester,MID,50,7,3.5,0.19,1.74,3.5,na,0,1,0,7,0,32,3,148,0,0,0,0,0,1209,2588,37.2,58.4,2,9.7,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,3,1.5,1,0.8182,0.5625
614,192,Jordan,J.Ayew,Leicester,MID,55,1,0.5,0.13,0.22,0.5,na,0,0,0,1,0,2,2,47,1,0,0,0,0,1277,191,3.4,29.5,8,4.1,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0.3333,0.1667,0.1111,0.0909,0.0625
616,198,Odsonne,Edouard,Leicester,FWD,55,3,1.5,0.35,1.03,1.5,na,0,0,0,3,0,3,2,115,0,0,0,0,0,12355,5280,0.8,13,32,4.5,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,1.3333,0.6667,0.4444,0.3636,0.25
618,285,Boubakary,B.Soumaré,Leicester,MID,45,1,0.5,0,0,0.5,na,0,0,0,1,0,3,0,11,0,0,0,0,0,2002,2329,0.2,0.3,0,0.1,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0.6667,0.3333,0.2222,0.1818,0.125
620,286,Tom,Cannon,Leicester,FWD,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,12791,15916,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
622,287,Hamza,Choudhury,Leicester,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2614,1395,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
624,288,Conor,Coady,Leicester,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4175,239,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
626,289,Patson,Daka,Leicester,FWD,50,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,9083,293,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
628,290,Bobby,De Cordova-Reid,Leicester,MID,55,4,2,0.05,1.56,2,na,0,0,0,4,0,10,2,147,0,0,0,0,0,1842,1108,8.6,3.5,11,2.3,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,2,1,0.6667,0.5455,0.375
630,291,Wout,Faes,Leicester,DEF,40,8,4,0.33,1.78,4,na,1,0,0,8,0,27,3,180,1,0,0,0,0,23268,59746,75.8,0.6,44,12.1,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,3,1.5,1,0.8182,0.5625
632,292,Michael,Golding,Leicester,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,639,329,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
634,293,Mads,Hermansen,Leicester,GK,45,5,2.5,0,1.78,2.5,na,0,0,0,5,0,26,3,180,0,0,9,0,0,2850,8304,78.6,0,0,7.9,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,2.6667,1.3333,0.8889,0.7273,0.5
636,294,Daniel,Iversen,Leicester,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,2677,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
638,295,James,Justin,Leicester,DEF,45,3,1.5,0,1.78,1.5,na,0,0,0,3,0,25,3,180,0,0,0,0,0,2075,4340,41.8,9.6,5,5.6,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,1.6667,0.8333,0.5556,0.4545,0.3125
640,296,Victor,Kristiansen,Leicester,DEF,45,2,1,0,1.78,1,na,0,0,0,2,0,15,3,174,1,0,0,0,0,986,1720,36.2,10,0,4.6,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,1.3333,0.6667,0.4444,0.3636,0.25
642,297,Wanya,Marcal,Leicester,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,553,339,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
644,298,Stephy,Mavididi,Leicester,MID,55,2,1,0,0.04,1,na,0,0,0,2,0,7,0,30,0,0,0,0,0,8461,1878,8.6,14.5,0,2.3,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,1,0.5,0.3333,0.2727,0.1875
646,299,Kasey,McAteer,Leicester,MID,50,2,1,0,0,1,na,0,0,0,2,0,4,0,9,0,0,0,0,0,671,222,5.2,0.4,4,0.9,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,1,0.5,0.3333,0.2727,0.1875
648,300,Wilfred,Ndidi,Leicester,MID,50,4,2,0.1,1.78,2,na,0,0,0,4,0,32,3,180,0,0,0,0,0,1895,1831,44.4,13.5,40,9.8,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,2,1,0.6667,0.5455,0.375
650,301,Caleb,Okoli,Leicester,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1813,820,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
652,302,Ricardo,Ricardo,Leicester,DEF,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2906,454,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
654,303,Harry,Souttar,Leicester,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
656,304,Jakub,Stolarczyk,Leicester,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,310,265,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
658,305,Luke,Thomas,Leicester,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,4516,1630,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
660,306,Jamie,Vardy,Leicester,FWD,55,10,5,0,1.74,5,na,1,0,0,10,2,36,3,148,0,0,0,0,0,29608,320113,40.4,1.7,54,9.6,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,6,3,2,1.6364,1.125
662,307,Jannik,Vestergaard,Leicester,DEF,40,2,1,0.01,1.78,1,na,0,0,0,2,0,7,3,180,1,0,0,0,0,13735,88272,37.8,0.6,7,4.5,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,1.3333,0.6667,0.4444,0.3636,0.25
664,308,Danny,Ward,Leicester,GK,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,7982,10897,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
666,309,Harry,Winks,Leicester,MID,45,4,2,0.09,1.78,2,na,0,0,0,4,0,31,3,180,0,0,0,0,0,53980,96013,27,35.6,0,6.3,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,2,1,0.6667,0.5455,0.375
668,501,Oliver,Skipp,Leicester,MID,50,1,0.5,0,0.04,0.5,na,0,0,0,1,0,4,0,19,0,0,0,0,0,720,388,1.8,0.6,0,0.2,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0.3333,0.1667,0.1111,0.0909,0.0625
670,570,Abdul,A.Fatawu,Leicester,MID,55,10,5,0.06,1.78,5,na,0,1,0,10,3,48,3,180,0,0,0,0,0,5512,33719,58.4,37.3,22,11.8,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,6,3,2,1.6364,1.125
672,606,Will,Alves,Leicester,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,763,1383,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
674,616,Ben,Nelson,Leicester,DEF,40,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,89,693,0,0,0,0,FUL (A),AVL (H),CRY (A),EVE (H),ARS (A),BOU (H),3,3,3,2,5,2,3,6,9,11,16,0,0,0,0,0
676,310,Alisson,A.Becker,Liverpool,GK,55,13,6.5,0,0.36,6.5,na,0,0,2,13,1,53,0,180,0,0,4,0,0,46178,44468,34.8,0,0,3.4,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,10,4,2.8571,2.2222,1.8182
678,311,Trent,Alexander-Arnold,Liverpool,DEF,70,14,7,0.63,0.36,7,na,0,0,2,14,2,60,0,147,0,0,0,0,0,67070,143724,29.4,89.7,15,13.4,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,11,4.4,3.1429,2.4444,2
680,312,Stefan,Bajcetic,Liverpool,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,2407,1186,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
682,313,Conor,Bradley,Liverpool,DEF,50,2,1,0.01,0,1,na,0,0,0,2,0,7,0,31,0,0,0,0,0,9985,2833,10,3.6,42,5.5,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,1.5,0.6,0.4286,0.3333,0.2727
684,315,Bobby,Clark,Liverpool,MID,45,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,444,0,0,0,0,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0,0,0,0,0
686,316,Darwin,Darwin,Liverpool,FWD,75,1,0.5,0,0,0.5,na,0,0,0,1,0,2,0,18,0,0,0,0,0,156010,26453,1.4,3.8,2,0.7,BRE (H),MUN (A),NFO (H),BOU (H),WOL (A),CRY (A),2,3,2,2,2,3,2,5,7,9,11,0.5,0.2,0.1429,0.1111,0.0909
