,Player ID,Name,Last_Name,Team,Position,Cost_Today,GW Points,Form,Gameweek,Avail,GW16,GW17,GW18,GW19,GW20,NGW1,NGW2,NGW3,NGW4,NGW5,F_1,F_2,F_3,F_4,F_5,FDI_1,FDI_2,FDI_3,FDI_4,FDI_5
1379,92,Romain,Faivre,Bournemouth,MID,45.0,0.0,1.06,15.0,u,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
1394,93,Hamed,Traorè,Bournemouth,MID,45.0,0.0,1.06,15.0,u,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
1409,94,Dominic,Sadi,Bournemouth,MID,45.0,0.0,1.06,15.0,u,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
1424,95,Zain,Silcott-Duberry,Bournemouth,MID,44.0,0.0,1.06,15.0,u,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
1439,96,Ben,Winterburn,Bournemouth,MID,45.0,0.0,1.06,15.0,u,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
1454,97,Francisco Evanilson,de Lima Barbosa,Bournemouth,FWD,70.0,2.0,1.32,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.96,3.96,1.98,0.792,0.495
1469,98,Enes,Ünal,Bournemouth,FWD,54.0,1.0,1.22,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.66,3.66,1.83,0.732,0.4575
1484,99,Daniel,Adu-Adjei,Bournemouth,FWD,44.0,0.0,1.06,15.0,u,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.18,3.18,1.59,0.636,0.3975
1499,100,Junior,Kroupi,Bournemouth,FWD,46.0,0.0,1.1600000000000001,15.0,a,MUN (A),BUR (H),BRE (A),CHE (A),ARS (H),0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666665,2.6666666666666665,3.48,3.48,1.74,0.696,0.435
1514,101,Caoimhín,Kelleher,Brentford,GK,45.0,2.0,1.22,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.83,0.732,0.732
1529,102,Ellery,Balcombe,Brentford,GK,40.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1544,103,Matthew,Cox,Brentford,GK,40.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1559,104,Julian,Eyestone,Brentford,GK,39.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1574,105,Hákon Rafn,Valdimarsson,Brentford,GK,39.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1589,106,Nathan,Collins,Brentford,DEF,49.0,3.0,1.24,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.86,0.744,0.744
1604,107,Keane,Lewis-Potter,Brentford,DEF,48.0,1.0,1.12,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.68,0.672,0.672
1619,108,Kristoffer,Ajer,Brentford,DEF,44.0,-1.0,1.1400000000000001,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.71,0.684,0.684
1634,109,Rico,Henry,Brentford,DEF,43.0,1.0,1.1400000000000001,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.71,0.684,0.684
1649,110,Michael,Kayode,Brentford,DEF,45.0,0.0,1.1400000000000001,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.71,0.684,0.684
1664,111,Ethan,Pinnock,Brentford,DEF,43.0,0.0,1.1400000000000001,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.71,0.684,0.684
1679,112,Mads,Roerslev Rasmussen,Brentford,DEF,45.0,0.0,1.06,15.0,u,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1694,113,Sepp,van den Berg,Brentford,DEF,45.0,1.0,1.2000000000000002,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.8,0.72,0.72
1709,114,Benjamin,Arthur,Brentford,DEF,39.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1724,115,Benjamin,Fredrick,Brentford,DEF,40.0,0.0,1.06,15.0,u,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1739,116,Aaron,Hickey,Brentford,DEF,40.0,1.0,1.26,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.89,0.756,0.756
1754,117,Kim,Ji-soo,Brentford,DEF,39.0,0.0,1.06,15.0,u,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1769,118,Jayden,Meghoma,Brentford,DEF,40.0,0.0,1.06,15.0,u,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.6666666666666666,1.6666666666666665,1.6666666666666665,inf,inf,1.59,0.636,0.636
1784,119,Bryan,Mbeumo,Man Utd,MID,85.0,8.0,1.3,15.0,a,BOU (H),AVL (A),NEW (H),WOL (H),LEE (A),0.0,1.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,1.3333333333333333,1.3333333333333333,2.0,inf,1.3,0.975,0.975,0.65
1799,120,Kevin,Schade,Brentford,MID,70.0,1.0,1.2000000000000002,15.0,s,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.6,1.2
1814,121,Mikkel,Damsgaard,Brentford,MID,58.0,2.0,1.24,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.72,1.24
1829,122,Antoni,Milambo,Brentford,MID,52.0,0.0,1.06,15.0,i,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1844,123,Fábio,Freitas Gouveia Carvalho,Brentford,MID,48.0,0.0,1.06,15.0,i,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1859,124,Jordan,Henderson,Brentford,MID,50.0,4.0,1.36,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,4.08,1.36
1874,125,Vitaly,Janelt,Brentford,MID,49.0,1.0,1.12,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.36,1.12
1889,126,Mathias,Jensen,Brentford,MID,49.0,1.0,1.1800000000000002,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.54,1.18
1904,127,Gustavo,Nunes Fernandes Gomes,Brentford,MID,49.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1919,128,Frank,Onyeka,Brentford,MID,48.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1934,129,Yehor,Yarmoliuk,Brentford,MID,50.0,1.0,1.1600000000000001,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.48,1.16
1949,130,Romelle,Donovan,Brentford,MID,44.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1964,131,Yunus Emre,Konak,Brentford,MID,43.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1979,132,Paris,Maghoma,Brentford,MID,45.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
1994,133,Myles,Peart-Harris,Brentford,MID,44.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
2009,134,Ryan,Trevitt,Brentford,MID,45.0,0.0,1.06,15.0,u,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
2024,135,Yoane,Wissa,Newcastle,FWD,73.0,1.0,1.08,15.0,a,SUN (A),CHE (H),MUN (A),BUR (A),CRY (H),0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.6666666666666665,1.9999999999999998,2.333333333333333,2.9999999999999996,1.62,0.648,0.54,0.4629,0.36
2039,136,Igor Thiago,Nascimento Rodrigues,Brentford,FWD,68.0,2.0,1.46,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,4.38,1.46
2054,137,Iwan,Morgan,Brentford,FWD,44.0,0.0,1.06,15.0,a,LEE (H),WOL (A),BOU (H),TOT (H),EVE (A),0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,inf,inf,inf,3.18,1.06
2069,138,Jason,Steele,Brighton,GK,43.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2084,139,Bart,Verbruggen,Brighton,GK,44.0,3.0,1.42,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,4.26,4.26,1.065,1.065,0.71
2099,140,Tom,McGill,Brighton,GK,40.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2114,141,Carl,Rushworth,Brighton,GK,40.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2129,142,Kjell,Scherpen,Brighton,GK,40.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2144,143,Olivier,Boscagli,Brighton,DEF,42.0,1.0,1.08,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.24,3.24,0.81,0.81,0.54
2159,144,Diego,Coppola,Brighton,DEF,43.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2174,145,Maxim,De Cuyper,Brighton,DEF,43.0,8.0,1.54,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,4.62,4.62,1.155,1.155,0.77
2189,146,Lewis,Dunk,Brighton,DEF,45.0,1.0,1.22,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.66,3.66,0.915,0.915,0.61
2204,147,Pervis,Estupiñán Tenorio,Brighton,DEF,45.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2219,148,Ferdi,Kadıoğlu,Brighton,DEF,44.0,1.0,1.28,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.84,3.84,0.96,0.96,0.64
2234,149,Igor Julio,dos Santos de Paulo,West Ham,DEF,45.0,0.0,1.12,15.0,a,AVL (H),MCI (A),FUL (H),BHA (H),WOL (A),0.0,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,inf,1.12,0.84,0.84,0.84
2249,150,Tariq,Lamptey,Brighton,DEF,44.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2264,151,Jan Paul,van Hecke,Brighton,DEF,45.0,5.0,1.56,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,4.68,4.68,1.17,1.17,0.78
2279,152,Joël,Veltman,Brighton,DEF,43.0,0.0,1.12,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.36,3.36,0.84,0.84,0.56
2294,153,Adam,Webster,Brighton,DEF,44.0,0.0,1.06,15.0,i,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2309,154,Eiran,Cashin,Brighton,DEF,40.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2324,155,Jacob,Slater,Brighton,DEF,40.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2339,156,Charlie,Tasker,Brighton,DEF,39.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,2.0,3.18,3.18,0.795,0.795,0.53
2354,157,Mitoma,Kaoru,Brighton,MID,61.0,0.0,1.06,15.0,d,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2369,158,Georginio,Rutter,Brighton,MID,57.0,8.0,1.34,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,4.02,4.02,1.005,1.005,1.005
2384,159,Solly,March,Brighton,MID,58.0,0.0,1.06,15.0,i,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2399,160,Yankuba,Minteh,Brighton,MID,63.0,3.0,1.44,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,4.32,4.32,1.08,1.08,1.08
2414,161,Julio,Enciso Espínola,Brighton,MID,54.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2429,162,Brajan,Gruda,Brighton,MID,54.0,1.0,1.1400000000000001,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.42,3.42,0.855,0.855,0.855
2444,163,Jack,Hinshelwood,Brighton,MID,51.0,1.0,1.4000000000000001,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,4.2,4.2,1.05,1.05,1.05
2459,164,Matt,O'Riley,Brighton,MID,55.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2474,165,Abdallah,Sima,Brighton,MID,54.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2489,166,Yasin,Ayari,Brighton,MID,49.0,0.0,1.2000000000000002,15.0,d,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.6,3.6,0.9,0.9,0.9
2504,167,Carlos,Baleba,Brighton,MID,47.0,1.0,1.2000000000000002,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.6,3.6,0.9,0.9,0.9
2519,168,Facundo,Buonanotte,Chelsea,MID,46.0,0.0,1.06,15.0,a,EVE (H),NEW (A),AVL (H),BOU (H),MCI (A),0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.6666666666666665,inf,1.59,1.59,1.59,0.636
2534,169,Diego,Gómez Amarilla,Brighton,MID,49.0,2.0,1.2000000000000002,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.6,3.6,0.9,0.9,0.9
2549,170,James,Milner,Brighton,MID,49.0,0.0,1.06,15.0,i,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2564,171,Jeremy,Sarmiento Morante,Brighton,MID,49.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2579,172,Tom,Watson,Brighton,MID,48.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2594,173,Mats,Wieffer,Brighton,MID,49.0,2.0,1.42,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,4.26,4.26,1.065,1.065,1.065
2609,174,Malick,Yalcouyé,Brighton,MID,50.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2624,175,Joe,Knight,Brighton,MID,45.0,0.0,1.06,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2639,176,Adrian,Mazilu,Brighton,MID,45.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2654,177,Andrew,Moran,Brighton,MID,45.0,0.0,1.06,15.0,u,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.18,3.18,0.795,0.795,0.795
2669,178,Danny,Welbeck,Brighton,FWD,66.0,2.0,1.32,15.0,a,LIV (A),SUN (H),ARS (A),WHU (A),BUR (H),0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,3.96,3.96,0.99,0.99,0.99
